SRR13291825.1348	k141_25_monomer_x2	96.859	191	21	211	80	270	2.96e-92
SRR13291825.1348	k141_25_monomer_x2	98.131	107	21	127	266	372	3.13e-52
SRR13291825.1348	k141_25_monomer_x2	95.238	84	128	211	1	84	4.14e-36
SRR13291825.7981	k141_25_monomer_x2	99.487	195	21	215	80	274	8.11e-103
SRR13291825.7981	k141_25_monomer_x2	100.000	107	21	127	266	372	1.45e-55
SRR13291825.7981	k141_25_monomer_x2	98.864	88	128	215	1	88	2.46e-43
SRR13291825.22998	k141_25_monomer_x2	93.846	195	21	215	80	274	1.79e-84
SRR13291825.22998	k141_25_monomer_x2	96.262	107	21	127	266	372	6.78e-49
SRR13291825.22998	k141_25_monomer_x2	90.909	88	128	215	1	88	1.16e-31
SRR13291825.30955	k141_25_monomer_x2	90.000	190	21	210	80	269	5.09e-70
SRR13291825.30955	k141_25_monomer_x2	99.065	107	21	127	266	372	6.73e-54
SRR13291825.31134	k141_25_monomer_x2	97.949	195	21	215	80	274	8.17e-98
SRR13291825.31134	k141_25_monomer_x2	100.000	105	21	125	266	370	1.87e-54
SRR13291825.31134	k141_25_monomer_x2	96.591	88	128	215	1	88	5.32e-40
SRR13291825.32207	k141_25_monomer_x2	97.354	189	21	209	80	268	8.23e-93
SRR13291825.32207	k141_25_monomer_x2	98.131	107	21	127	266	372	3.13e-52
SRR13291825.32207	k141_25_monomer_x2	96.341	82	128	209	1	82	1.15e-36
SRR13291825.37317	k141_25_monomer_x2	99.487	195	21	215	80	274	8.11e-103
SRR13291825.37317	k141_25_monomer_x2	100.000	107	21	127	266	372	1.45e-55
SRR13291825.37317	k141_25_monomer_x2	98.864	88	128	215	1	88	2.46e-43
SRR13291825.39762	k141_25_monomer_x2	97.423	194	21	214	80	273	1.37e-95
SRR13291825.39762	k141_25_monomer_x2	100.000	107	21	127	266	372	1.45e-55
SRR13291825.39762	k141_25_monomer_x2	94.253	87	128	214	1	87	4.14e-36
SRR13291825.43265	k141_25_monomer_x2	94.944	178	21	197	80	256	1.81e-79
SRR13291825.43265	k141_25_monomer_x2	98.131	107	21	127	266	372	3.13e-52
SRR13291825.46215	k141_25_monomer_x2	94.359	195	21	215	80	274	3.86e-86
SRR13291825.46215	k141_25_monomer_x2	98.131	107	21	127	266	372	3.13e-52
SRR13291825.46215	k141_25_monomer_x2	89.773	88	128	215	1	88	5.39e-30
SRR13291825.46234	k141_25_monomer_x2	97.436	195	21	215	80	274	3.80e-96
SRR13291825.46234	k141_25_monomer_x2	99.065	107	21	127	266	372	6.73e-54
SRR13291825.46234	k141_25_monomer_x2	95.455	88	128	215	1	88	2.47e-38
SRR13291825.48021	k141_25_monomer_x2	95.833	192	21	212	80	271	1.78e-89
SRR13291825.48021	k141_25_monomer_x2	99.065	107	21	127	266	372	6.73e-54
SRR13291825.49951	k141_25_monomer_x2	94.872	195	21	215	80	274	8.29e-88
SRR13291825.49951	k141_25_monomer_x2	98.131	107	21	127	266	372	3.13e-52
SRR13291825.49951	k141_25_monomer_x2	90.909	88	128	215	1	88	1.16e-31
SRR13291825.50106	k141_25_monomer_x2	91.795	195	21	215	80	274	8.41e-78
SRR13291825.50106	k141_25_monomer_x2	98.077	104	21	124	266	369	1.46e-50
SRR13291825.51886	k141_25_monomer_x2	90.306	196	21	215	80	274	8.47e-73
SRR13291825.51886	k141_25_monomer_x2	96.262	107	21	127	266	372	6.78e-49
SRR13291825.52151	k141_25_monomer_x2	92.228	193	21	212	80	271	8.41e-78
SRR13291825.52151	k141_25_monomer_x2	96.262	107	21	127	266	372	6.78e-49
SRR13291825.52151	k141_25_monomer_x2	87.209	86	128	212	1	85	5.43e-25
SRR13291825.54515	k141_25_monomer_x2	95.789	190	21	210	80	269	2.30e-88
SRR13291825.54515	k141_25_monomer_x2	99.065	107	21	127	266	372	6.73e-54
SRR13291825.54515	k141_25_monomer_x2	91.566	83	128	210	1	83	1.50e-30
