SRR13291825.2509	k141_25_junction	99.468	188	28	215	1	188	6.39e-99
SRR13291825.2509	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.2509	k141_25_monomer	98.864	88	128	215	1	88	2.48e-43
SRR13291825.4932	k141_25_junction	100.000	190	28	217	1	190	1.06e-101
SRR13291825.4932	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.4932	k141_25_monomer	100.000	90	128	217	1	90	4.13e-46
SRR13291825.10844	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.10844	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.10844	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.12704	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.12704	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.12704	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.22234	k141_25_junction	98.936	188	28	215	1	188	2.97e-97
SRR13291825.22234	k141_25_monomer	99.065	107	21	127	80	186	6.81e-54
SRR13291825.22234	k141_25_monomer	98.864	88	128	215	1	88	2.48e-43
SRR13291825.24549	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.24549	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.24549	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.30048	k141_25_junction	98.936	188	28	215	1	188	2.97e-97
SRR13291825.30048	k141_25_monomer	99.065	107	21	127	80	186	6.81e-54
SRR13291825.30048	k141_25_monomer	98.864	88	128	215	1	88	2.48e-43
SRR13291825.30855	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.30855	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.30855	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.31155	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.31155	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.31155	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.32612	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.32612	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.32612	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.32904	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.32904	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.32904	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.33540	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.33540	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.33540	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.37472	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.37472	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.37472	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.39877	k141_25_junction	99.468	188	28	215	1	188	6.39e-99
SRR13291825.39877	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.39877	k141_25_monomer	98.864	88	128	215	1	88	2.48e-43
SRR13291825.39891	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.39891	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.39891	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.40167	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.40167	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.40167	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.40544	k141_25_junction	96.277	188	28	215	1	188	6.48e-89
SRR13291825.40544	k141_25_monomer	98.131	107	21	127	80	186	3.17e-52
SRR13291825.40544	k141_25_monomer	94.318	88	128	215	1	88	1.16e-36
SRR13291825.41049	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.41049	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.41049	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.41666	k141_25_junction	99.468	188	28	215	1	188	6.39e-99
SRR13291825.41666	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.41666	k141_25_monomer	98.864	88	128	215	1	88	2.48e-43
SRR13291825.43116	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.43116	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.43116	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.44465	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
SRR13291825.44465	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.44465	k141_25_monomer	100.000	88	128	215	1	88	5.34e-45
SRR13291825.45627	k141_25_junction	98.387	186	28	213	1	186	1.79e-94
SRR13291825.45627	k141_25_monomer	99.065	107	21	127	80	186	6.81e-54
SRR13291825.45627	k141_25_monomer	97.674	86	128	213	1	86	1.49e-40
SRR13291825.48243	k141_25_junction	97.340	188	28	215	1	188	2.99e-92
SRR13291825.48243	k141_25_monomer	100.000	107	21	127	80	186	1.46e-55
SRR13291825.48243	k141_25_monomer	94.318	88	128	215	1	88	1.16e-36
SRR13291825.51251	k141_25_junction	100.000	188	28	215	1	188	1.37e-100
